biz_no,company_name,company_size,company_type,industry_code,industry_name,zip_code,address,region,city_district,phone_number,email,fax_number,gfc_transaction_yn,group_transaction_yn,ked_transaction_yn,patent_transaction_yn,establish_date,corporate_reg_no,representative_name,national_pension,pension_count,pension_date,employee_count,jibun_address
3578702657,(주)비에프에프앤비,소상공인,주식회사,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),,,경기,남양주시,,,,N,N,N,N,20230823.0,2841110421837.0,김*기,7.0,7,20241231,7,경기 남양주시 화도읍 마치로284번길 120
1408198010,삼건이앤지(주),소상공인,주식회사,F42491,"미장, 타일 및 방수 공사업",12072.0,경기 남양주시 진접읍 내각1로 77-18 (내각리),경기,남양주시,,,,N,N,N,Y,20210122.0,1345110495364.0,김*,7.0,7,20241231,7,경기 남양주시 진접읍 내각리 322-5번지
5608603158,(주)트레이드온,소기업,주식회사,G46109,상품 종합 중개업,12097.0,"경기 남양주시 덕송1로55번길 20, 504호 (별내동,별내프라자-2)",경기,남양주시,,,,N,N,N,N,20230725.0,2841110419270.0,백*목,9.0,6,20241231,6,경기 남양주시 별내동 824-2번지 별내프라자-2 504호
1848701540,(주)대일,소상공인,주식회사,C22249,기타 기계 장비 조립용 플라스틱 제품 제조업,,,경기,남양주시,031 511 2293,ysgene@naver.com,031 594 3231,N,N,N,N,20200702.0,2841110236377.0,윤*진,9.0,9,20241231,9,경기 남양주시 화도읍 재재기로 89-62
5298602842,(주)엔핌,소기업,주식회사,M71531,경영 컨설팅업,12248.0,"경기 남양주시 다산순환로 20, 8층 이-에이-08-030호 (다산동,현대프리미어캠퍼스)",경기,남양주시,,,,N,N,Y,N,20230530.0,2841110413446.0,채*수,10.0,7,20241231,7,경기 남양주시 다산동 6143번지 현대프리미어캠퍼스 8층 이-에이-08-030호
7758800650,(주)영파워,소상공인,주식회사,F42311,일반전기 공사업,12097.0,"경기 남양주시 덕송2로 62, 602호 (별내동,강산타워)",경기,남양주시,070 88320751,yp2017@naver.com,050 44367404,N,N,N,N,20170501.0,2841110173173.0,김*창,4.0,4,20250404,4,경기 남양주시 별내동 824번지 강산타워 602호
3548702852,(주)미드미푸드,소상공인,주식회사,C10742,천연 및 혼합조제 조미료 제조업,12031.0,경기 남양주시 수동면 비룡로586번길 101-80 (운수리),경기,남양주시,,,,N,N,Y,N,20230817.0,2841110421267.0,이*경,8.0,7,20241231,7,경기 남양주시 수동면 운수리 36-6번지
1328607492,(주)연합,소상공인,주식회사,C28909,그 외 기타 전기장비 제조업,12251.0,"경기 남양주시 도농로 34, 512동 4층 401호 (다산동,부영아파트5단지)",경기,남양주시,031 574 1040,yhe1040@naver.com,031 632 1088,N,Y,N,Y,20120621.0,2841110106497.0,이*면,3.0,5,20251031,5,경기 남양주시 다산동 4002-1번지 플루리움 512동 4층 401호
4748100836,(주)고무나라,소상공인,주식회사,C22199,그 외 기타 고무제품 제조업,12139.0,"경기 남양주시 진건읍 진관산단로59번길 8, 1동 2층 (진관리)",경기,남양주시,,,,N,N,N,N,20170907.0,2841110179072.0,이*희,8.0,8,20241231,8,경기 남양주시 진건읍 진관리 982-7번지 1동 2층
6798103189,에덴기초(주),소상공인,주식회사,F42122,"보링, 그라우팅 및 관정 공사업",12113.0,"경기 남양주시 순화궁로 116, 1002호 (별내동,남양주별내노블레스)",경기,남양주시,,,,N,N,N,N,20231013.0,2841110425889.0,이**엘,5.0,6,20241231,6,경기 남양주시 별내동 998번지 남양주별내노블레스 1002호
5018701798,농업회사법인 다온,소기업,주식회사,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),12000.0,경기 남양주시 진접읍 부마로80번길 69-68 (부평리),경기,남양주시,,,,N,N,N,N,20200717.0,2841110237549.0,김*신,20.0,16,20241231,16,경기 남양주시 진접읍 부평리 8-10번지
3128122662,(주)한일자동 도어,소기업,주식회사,C25111,"금속 문, 창, 셔터 및 관련제품 제조업",12202.0,"경기 남양주시 와부읍 고래산로99번길 36, 가동 (월문리)",경기,남양주시,031 529 5217,info@anydoor.kr,031 529 0808,N,N,N,N,19730608.0,1101110388672.0,장*정,10.0,9,20231231,9,경기 남양주시 와부읍 월문리 산5-1번지 가동
3078601864,(주)삼영스펀지,소상공인,주식회사,C22259,기타 플라스틱 발포 성형제품 제조업,12034.0,경기 남양주시 수동면 소래비로 390-40 (송천리),경기,남양주시,031 593 8096,,031 593 8098,N,N,N,N,20200416.0,2841110229950.0,김*정,6.0,6,20241231,6,경기 남양주시 수동면 송천리 189번지
7408800090,(주)화니지씨,소기업,주식회사,G46103,"섬유, 의복, 신발 및 가죽제품 중개업",12248.0,"경기 남양주시 다산순환로 20, A동 944호 (다산동)",경기,남양주시,,,,N,N,N,N,20150602.0,1101115740174.0,구*회,15.0,17,20241231,17,경기 남양주시 다산동 6143번지 A동 944호
4318803140,(주)웰빙앤스파,소상공인,주식회사,C20423,화장품 제조업,12256.0,"경기 남양주시 도농로 24, 2층 201-4호 (다산동,애시앙스포츠센터)",경기,남양주시,,,,N,N,N,N,20230831.0,2841110422653.0,신*현,6.0,5,20241231,5,경기 남양주시 다산동 4001-29번지 애시앙스포츠센터 2층 201-4호
3708701404,탁가온(주),소기업,주식회사,C23221,가정용 및 장식용 도자기 제조업,12190.0,경기 남양주시 화도읍 경춘로 2168 (월산리),경기,남양주시,070 42021075,,,N,N,Y,N,20181114.0,2841110199608.0,양*경,20.0,17,20241231,17,경기 남양주시 화도읍 월산리 309-2번지
4548802450,(주)디에이방재,소상공인,주식회사,G47859,그 외 기타 분류 안된 상품 전문 소매업,12049.0,"경기 남양주시 오남읍 양지로장자길 1, 2층 (오남리)",경기,남양주시,,,,N,N,N,N,20220602.0,2841110380174.0,박*수,5.0,4,20241231,4,경기 남양주시 오남읍 오남리 616-3번지 2층
4658100128,(주)153코리아,소기업,주식회사,G46499,그 외 기타 생활용품 도매업,12248.0,"경기 남양주시 다산중앙로 113, 304호 (다산동,라페온빌)",경기,남양주시,02 62047760,,02 64510153,N,N,N,N,20150626.0,1101115764786.0,방*미,5.0,5,20241231,5,경기 남양주시 다산동 6089-2번지 라페온빌 304호
3188602714,(주)뻔펀한사람들,소기업,주식회사,M71531,경영 컨설팅업,12248.0,"경기 남양주시 다산중앙로19번길 17, F동 3층 336호 (다산동,다산진건블루웨일지식산업센터1차)",경기,남양주시,,,,N,N,N,N,20220929.0,2841110392228.0,한*민,13.0,5,20241231,5,경기 남양주시 다산동 6144번지 다산진건블루웨일지식산업센터1차 F동 3층 336호
2068661929,(주)티제이텔레시스,소기업,주식회사,G46522,통신 방송장비 및 부품 도매업,12248.0,"경기 남양주시 다산순환로 20, 제7층 제비에이07-036호 (다산동,다산현대프리미엄캠퍼스)",경기,남양주시,,,,N,N,N,N,20120118.0,1101114778902.0,문*호,13.0,12,20241231,12,경기 남양주시 다산동 6143번지 다산현대프리미엄캠퍼스 제7층 제비에이07-036호
4918100132,(주)도매클럽,소상공인,주식회사,C13223,커튼 및 유사제품 제조업,12011.0,"경기 남양주시 진접읍 장현천로10번길 29, 1층 (장현리)",경기,남양주시,070 77692491,domeclub1@naver.com,031 624 2491,N,N,N,Y,20150706.0,2841110143895.0,김*석,7.0,6,20241231,6,경기 남양주시 진접읍 장현리 333-8번지 1층
8558600025,(주)유원플랜트,소상공인,주식회사,F41224,환경설비 건설업,,,경기,남양주시,,,,N,N,N,Y,20150128.0,1101115628255.0,유*수,6.0,4,20241231,4,경기 남양주시 화도읍 재재기로190번길 3
4348100177,(주)코아메디텍,소상공인,주식회사,G46106,기계 및 장비 중개업,12248.0,"경기 남양주시 다산순환로 20, 5층 디에이05-018호,5동 019호 (다산동,다산현대프리미어캠퍼스 디에이)",경기,남양주시,,,,N,N,N,Y,20150611.0,2842110074642.0,백*승,4.0,4,20241231,4,"경기 남양주시 다산동 6143번지 다산현대프리미어캠퍼스 디에이 5층 디에이05-018호,5동 019호"
1328151329,(주)탐스텍,소기업,주식회사,C29192,"용기 세척, 포장 및 충전기 제조업",12189.0,경기 남양주시 화도읍 경춘로지현1길 17-1 (월산리),경기,남양주시,031 511 3894,tams@tamstech.net,031 593 9170,N,N,N,Y,20030807.0,1152110047487.0,김*호,7.0,4,20231215,4,경기 남양주시 화도읍 월산리 335-1번지
4458802849,(주)요거,소기업,주식회사,G47919,기타 통신 판매업,12070.0,"경기 남양주시 진접읍 경복대로바람골길 42-130, 1층 (금곡리)",경기,남양주시,,,,N,N,Y,Y,20221122.0,1101118483119.0,김*구,6.0,7,20241231,7,경기 남양주시 진접읍 금곡리 2081번지 1층
4328802839,(주)엔탑,소상공인,주식회사,G46329,기타 가공식품 도매업,12106.0,"경기 남양주시 순화궁로 249, 제지식산업센터-1동 엔동 1713호 (별내동,별내역 파라곤스퀘어)",경기,남양주시,,,,N,N,N,N,20220713.0,2850110510201.0,채*성,5.0,4,20241231,4,경기 남양주시 별내동 975-1번지 별내역 파라곤스퀘어 제지식산업센터-1동 엔동 1713호
1198615010,(주)지바오텍,소기업,주식회사,G46522,통신 방송장비 및 부품 도매업,12106.0,"경기 남양주시 순화궁로 272, 1232호 (별내동,동광비즈타워)",경기,남양주시,02 857 7661,,02 857 7662,N,N,N,N,20090313.0,1101114060010.0,윤*필,6.0,7,20241231,7,경기 남양주시 별내동 974-1번지 동광비즈타워 1232호
1328630936,(주)라온,소기업,주식회사,G46591,사무용 가구 및 기기 도매업,12284.0,"경기 남양주시 다산지금로 202, B동 903호 (다산동,현대디아이엠씨테라타워)",경기,남양주시,,,,N,N,N,N,20141024.0,2841110133086.0,정*진,5.0,5,20241231,5,경기 남양주시 다산동 6250번지 현대디아이엠씨테라타워 B동 903호
1938102920,(주)누리보담,소기업,주식회사,G46413,남녀용 겉옷 및 셔츠 도매업,12248.0,"경기 남양주시 다산순환로 20, C동 364호 (다산동,다산현대프리미어캠퍼스)",경기,남양주시,,,,N,N,N,Y,20221222.0,1101118509923.0,이*진,6.0,7,20241231,7,경기 남양주시 다산동 6143번지 다산현대프리미어캠퍼스 C동 364호
7158103035,(주)포텍,소기업,주식회사,N75992,"전시, 컨벤션 및 행사 대행업",12189.0,경기 남양주시 화도읍 경춘로답내1길 77-1 (월산리),경기,남양주시,,,,N,N,N,Y,20230704.0,2841110417042.0,허*철,9.0,10,20241231,10,경기 남양주시 화도읍 월산리 497-35번지
1138660555,투민글로벌(주),소기업,주식회사,C14112,여자용 겉옷 제조업,12191.0,경기 남양주시 화도읍 경춘로 2326-57 (답내리),경기,남양주시,031 559 6164,ioisis1020@naver.com,5048446164,N,N,N,N,20120615.0,1101114891928.0,강*조,12.0,14,20241231,14,경기 남양주시 화도읍 답내리 515-16번지
1278197468,(주)제이엘 에스디아이,소상공인,주식회사,F42412,"도배, 실내장식 및 내장 목공사업",12097.0,"경기 남양주시 덕송1로55번길 14, 606호 (별내동,별내프라자3)",경기,남양주시,031 575 7614,jlsdi7@naver.com,031 575 7615,N,N,N,N,20060208.0,2801110073674.0,이*직,4.0,4,20250528,4,경기 남양주시 별내동 824-4번지 별내프라자3 606호
4718702351,(주)에스비트,소기업,주식회사,J58221,시스템 소프트웨어 개발 및 공급업,,,경기,남양주시,,,,N,N,Y,Y,20210414.0,2841110256515.0,사*복,8.0,13,20241231,13,"경기 남양주시 화도읍 재재기로74번길 16, 2층"
5198802612,(주)인토디자인그룹,소상공인,주식회사,F42412,"도배, 실내장식 및 내장 목공사업",12262.0,"경기 남양주시 가운로1길 25, 506호 (다산동,수미소빌딩)",경기,남양주시,,,,N,N,N,N,20221229.0,1101118514740.0,변*경,5.0,4,20241231,4,경기 남양주시 다산동 667-1번지 수미소빌딩 506호
1558103121,(주)연수에프엔씨,소상공인,주식회사,G46315,"신선, 냉동 및 기타 수산물 도매업",,,경기,남양주시,,,,N,N,N,N,20231006.0,2841110425136.0,김*수,6.0,4,20241231,4,"경기 남양주시 화도읍 재재기로122번안길 19-3, 1층"
1998802422,(주)비오씨,소기업,주식회사,G46329,기타 가공식품 도매업,12139.0,"경기 남양주시 진건읍 진관산단로54번길 2, 4층 (진관리,비구역)",경기,남양주시,,,,N,N,N,N,20220713.0,2841110384499.0,김*우,10.0,7,20241231,7,경기 남양주시 진건읍 진관리 987번지 비구역 4층
4098167769,(주)소망종합건설,소기업,주식회사,F41121,사무 상업용 및 공공기관용 건물 건설업,12097.0,"경기 남양주시 별내3로 324, 402-1호 (별내동,서울프라자)",경기,남양주시,031 527 2640,smc7570@hanmail.net,031 527 2630,N,N,N,N,20020406.0,2001110153480.0,김*민,9.0,10,20250811,10,경기 남양주시 별내동 826-7번지 서울프라자 402-1호
1328175210,(주)우림전력,소상공인,주식회사,F42311,일반전기 공사업,12030.0,경기 남양주시 수동면 남가로 1819-12 (입석리),경기,남양주시,031 553 4251,,031 553 0312,N,N,N,N,20080110.0,2841110070783.0,김*임,3.0,4,20250730,4,경기 남양주시 수동면 입석리 23-5번지
4768101054,(주)필모아,소상공인,주식회사,C29173,산업용 송풍기 및 배기장치 제조업,12048.0,경기 남양주시 오남읍 양지로 149-95 (오남리),경기,남양주시,031 574 4809,mujinft@naver.com,031 574 4807,N,N,N,Y,20170721.0,2841110176797.0,김*영,7.0,10,20250702,10,경기 남양주시 오남읍 오남리 842-7번지
1328611109,두성에코(주),소상공인,주식회사,C23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",12265.0,"경기 남양주시 다산지금로76번길 31, 2층 (지금동)",경기,남양주시,031 558 1191,kcs9781@naver.com,031 557 3802,N,N,N,Y,20121107.0,2841110109920.0,김*순,6.0,12,20250402,12,경기 남양주시 지금동 1736번지 2층
6858802428,(주)티티비,소기업,주식회사,C10713,과자류 및 코코아 제품 제조업,12269.0,경기 남양주시 와부읍 안골로25번길 75 (도곡리),경기,남양주시,,,,N,N,N,N,20220923.0,2841110391551.0,서*교,11.0,15,20241231,15,경기 남양주시 와부읍 도곡리 77-2번지
5118127788,(주)바이도,소기업,주식회사,G46413,남녀용 겉옷 및 셔츠 도매업,12262.0,"경기 남양주시 경춘로 368, 703호 (다산동,브릭스타워)",경기,남양주시,,,,N,N,Y,N,20240228.0,2841110438668.0,권*준,5.0,5,20241231,5,경기 남양주시 다산동 668-3번지 브릭스타워 703호
3228101169,(주)우디넬,소상공인,주식회사,C32099,그 외 기타 가구 제조업,,,경기,남양주시,031 593 0809,,031 559 0809,N,N,N,Y,20190524.0,2841110209572.0,기*간,3.0,4,20241231,4,경기 남양주시 화도읍 가구단지6길 27
3478702607,(주)썬라인,소상공인,주식회사,C28422,일반용 전기 조명장치 제조업,12284.0,"경기 남양주시 경춘로 490, 힐스테이트지금디포레 주건축물제1동 8층 8100호 (다산동)",경기,남양주시,,,,N,N,N,N,20220614.0,2841110381338.0,정*기,7.0,7,20241231,7,경기 남양주시 다산동 6192-1번지 힐스테이트지금디포레 주건축물제1동 8층 8100호
7118803027,(주)비룡제지,중기업,주식회사,S94990,그 외 기타 협회 및 단체,12034.0,경기 남양주시 수동면 비룡로 625-4 (송천리),경기,남양주시,,,,N,N,N,N,20230804.0,2841110420235.0,장*웅,6.0,9,20241231,9,경기 남양주시 수동면 송천리 376-33번지
3618103065,(주)한구조기술사사무소,소기업,주식회사,M72121,건물 및 토목 엔지니어링 서비스업,12248.0,"경기 남양주시 다산순환로 20, 다산현대프리미어캠퍼스 제8층 제에이에이 08-028호 (다산동)",경기,남양주시,,,,N,N,N,N,20230705.0,2841110417050.0,이*,12.0,9,20241231,9,경기 남양주시 다산동 6143번지 다산현대프리미어캠퍼스 제8층 제에이에이 08-028호
2158794682,(주)지오서비스,소상공인,주식회사,F42122,"보링, 그라우팅 및 관정 공사업",,,경기,남양주시,02 420 1820,,,N,N,N,Y,20140819.0,1101115493765.0,이*숙,4.0,4,20241231,4,경기 남양주시 화도읍 수레로1092번길 38-16
1278621167,(주)지엠로지텍,소기업,주식회사,H49401,택배업,12248.0,"경기 남양주시 다산중앙로19번길 21, F동 340, 341호 (다산동,다산진건블루웨일지식산업센터1차)",경기,남양주시,,,,N,N,N,N,20091208.0,2844110056125.0,우*만,9.0,10,20241231,10,"경기 남양주시 다산동 6144번지 다산진건블루웨일지식산업센터1차 F동 340, 341호"
6488801416,(주)블루워시,소상공인,주식회사,C20422,"치약, 비누 및 기타 세제 제조업",12073.0,경기 남양주시 진접읍 양진로 948 (연평리),경기,남양주시,,,,N,N,Y,Y,20190809.0,2841110213739.0,최*태,8.0,8,20241231,8,경기 남양주시 진접읍 연평리 217-10번지
6618601910,(주)모먼트,소상공인,주식회사,G46592,의료기기 도매업,12248.0,"경기 남양주시 다산중앙로19번길 17, 8층 에프814호",경기,남양주시,,,,N,N,N,N,20201111.0,1345110484903.0,김*형,16.0,13,20241231,13,경기 남양주시 다산동 6144번지 다산진건블루웨일지식산업센터1차 8층 에프814호
7198702350,(주)이화이엔씨,소상공인,주식회사,F42311,일반전기 공사업,12029.0,경기 남양주시 수동면 비룡로 989 (입석리),경기,남양주시,,,,N,N,N,N,20220504.0,1101118289971.0,김*중,6.0,5,20241231,5,경기 남양주시 수동면 입석리 512-3번지
3198602911,(주)현수이엔지,소상공인,주식회사,F42412,"도배, 실내장식 및 내장 목공사업",12032.0,"경기 남양주시 화도읍 가곡로88번길 21, 다동, 라동 (가곡리)",경기,남양주시,,,,N,N,N,N,20231027.0,2841110427025.0,신*주,3.0,4,20241231,4,"경기 남양주시 화도읍 가곡리 258-108번지 다동, 라동"
2098602685,(주)에스아이미트,소기업,주식회사,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),12007.0,경기 남양주시 진접읍 봉현로59번길 16 (장현리),경기,남양주시,,,,N,N,N,N,20230630.0,1101118678083.0,이*일,8.0,12,20241231,12,경기 남양주시 진접읍 장현리 570-4번지
1328167796,(주)동강건설,소상공인,주식회사,F42499,그 외 기타 건축 마무리 공사업,,,경기,남양주시,031 529 7043,,031 529 7041,N,N,N,Y,20061020.0,2841110063499.0,최*,7.0,9,20241231,9,"경기 남양주시 화도읍 수레로964번길136, 다동"
4608702818,(주)인사이트365,소상공인,주식회사,J58222,응용 소프트웨어 개발 및 공급업,12205.0,"경기 남양주시 와부읍 수레로9번길 11, 본관 145호 (덕소리,선플렉스)",경기,남양주시,,,,N,N,N,N,20240705.0,2841110451454.0,한*희,12.0,11,20250911,11,경기 남양주시 와부읍 덕소리 483번지 선플렉스본관 145호
6748700307,(주)대청,소기업,주식회사,C25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,,경기,남양주시,070 86238726,,,N,Y,N,N,20160127.0,1357110110587.0,고*선,14.0,15,20241231,15,경기 남양주시 화도읍 재재기로71번안길 50
8348600483,(주)모피어스시큐리티,소기업,주식회사,J58221,시스템 소프트웨어 개발 및 공급업,12106.0,"경기 남양주시 순화궁로 249, 지식산업센터-1동 엔703호 (별내동,별내역파라곤스퀘어)",경기,남양주시,,,,N,N,N,Y,20160826.0,1101116160876.0,원*영,8.0,8,20241231,8,경기 남양주시 별내동 975-1번지 별내역파라곤스퀘어 지식산업센터-1동 엔703호
5238801913,주현건설(주),소기업,주식회사,F42134,포장 공사업,,,경기,남양주시,,,,N,N,Y,Y,20210806.0,2841110266382.0,유*현,22.0,16,20241231,16,경기 남양주시 화도읍 재재기로 215
5128802590,(주)비앤피컴퍼니,소상공인,주식회사,C13999,그 외 기타 분류 안된 섬유제품 제조업,12100.0,경기 남양주시 불암로 41-41 (별내동),경기,남양주시,,,,N,N,N,N,20230330.0,1357110213505.0,배*용,4.0,5,20241231,5,경기 남양주시 별내동 558-118번지
6398600200,(주)배체스,소기업,주식회사,M71531,경영 컨설팅업,12284.0,"경기 남양주시 다산지금로163번길 6, 한강프리미어갤러리 제5층 에스-563호 (다산동)",경기,남양주시,,,,N,N,N,Y,20150914.0,1341110421359.0,김*서,16.0,16,20241231,16,경기 남양주시 다산동 6245번지 한강프리미어갤러리 제5층 에스-563호
2158795361,(주)윈테크,소상공인,주식회사,F42499,그 외 기타 건축 마무리 공사업,12284.0,경기 남양주시 다산지금로146번길 52-35 (다산동),경기,남양주시,,,,N,N,N,N,20141017.0,1101115541738.0,구*영,6.0,4,20241231,4,경기 남양주시 다산동 6232-3번지
8368702183,(주)크린유통,소기업,주식회사,G46800,상품 종합 도매업,,,경기,남양주시,,,,N,N,Y,Y,20210118.0,2841110250020.0,이*호,7.0,5,20241231,5,경기 남양주시 화도읍 재재기로74번길 97-42
4278103142,(주)인테라,소상공인,주식회사,C33999,그 외 기타 달리 분류되지 않은 제품 제조업,12106.0,"경기 남양주시 순화궁로 249, 74호 (별내동,씨비)",경기,남양주시,,,,N,N,N,Y,20240304.0,2841110438840.0,이*수,7.0,7,20241231,7,경기 남양주시 별내동 975-1번지 씨비 74호
1328195628,(주)혜안,소상공인,주식회사,F42311,일반전기 공사업,12101.0,경기 남양주시 식송1로 105-3 (별내동),경기,남양주시,031 557 0864,,,N,N,N,N,20110223.0,2842110059529.0,박*조,6.0,5,20241231,5,경기 남양주시 별내동 1132-1번지
2068660935,(주)지오시스템즈,소기업,주식회사,G46699,그 외 기타 건축자재 도매업,12269.0,"경기 남양주시 와부읍 석실로 20-42, 3층 (도곡리,도곡아름빌딩)",경기,남양주시,02 26361594,,,N,N,N,Y,20111222.0,1101114756213.0,서*우,5.0,6,20241231,6,경기 남양주시 와부읍 도곡리 650번지 도곡아름빌딩 3층
2061845556,성광산업,소상공인,개인기업,C25923,도장 및 기타 피막처리업,,,경기,남양주시,02  462 2980,skdj61@.naver.co.kr,02  462 2981,N,N,N,N,20041122.0,,이*섭,11.0,8,20241231,8,"경기도 남양주시 화도읍 재재기로74번길 97-44, 주1동"
1398165746,농업회사법인 만나(주),소기업,주식회사,A01159,기타 시설작물 재배업,12000.0,경기 남양주시 진접읍 부마로106번길 136-1 (부평리),경기,남양주시,,,,N,N,N,Y,20180406.0,2841110188726.0,송*주,,7,20250923,7,경기 남양주시 진접읍 부평리 59-1번지
3628803183,(주)숯사랑무역,소상공인,주식회사,G46711,고체연료 및 관련제품 도매업,12129.0,"경기 남양주시 진건읍 진건오남로390번길 174-13, 다동 (송능리)",경기,남양주시,,,,N,N,N,N,20240130.0,2841110436026.0,정*환,5.0,4,20241231,4,경기 남양주시 진건읍 송능리 산50-10번지 다동
1328170442,(주)빅타이거,소기업,주식회사,C29192,"용기 세척, 포장 및 충전기 제조업",12017.0,경기 남양주시 진접읍 팔야산단로11번길 10 (팔야리),경기,남양주시,031 573 0744,bt0744@hanmail.net,031 573 0746,N,N,N,Y,20070327.0,2841110066039.0,김*재,13.0,15,20250317,15,경기 남양주시 진접읍 팔야리 836-1번지
1778700451,(주)창조이엔지,소상공인,주식회사,F42420,유리 및 창호 공사업,,,경기,남양주시,,,,N,N,Y,Y,20161018.0,2841110164239.0,김*완,6.0,7,20241231,7,경기 남양주시 화도읍 재재기로 186
1218642432,(주)플러스에젤,소기업,주식회사,N76299,그 외 기타 개인 및 가정용품 임대업,12139.0,"경기 남양주시 진건읍 진관로 373, 2동 1층 (진관리)",경기,남양주시,,,,N,N,N,N,20201014.0,2841110242928.0,서*규,5.0,5,20241231,5,경기 남양주시 진건읍 진관리 379-6번지 2동 1층
1328105863,(주)명동전기공사,소기업,주식회사,F42311,일반전기 공사업,12031.0,경기 남양주시 수동면 지둔로 42 (운수리),경기,남양주시,031 584 8576,,031 584 8575,N,N,N,N,19901029.0,1155110000710.0,남*성,11.0,17,20241231,17,경기 남양주시 수동면 운수리 337-1번지
1058172278,(주)일이종합건설,소기업,주식회사,F41129,기타 비주거용 건물 건설업,12113.0,"경기 남양주시 별내중앙로 36-37, 108호 (별내동,별내메트로망오피스텔)",경기,남양주시,02 365 8411,illiconst@nate.com,02 33795369,Y,N,N,N,19950530.0,1101111162637.0,김*열,5.0,5,20231231,5,경기 남양주시 별내동 1007-3번지 별내메트로망오피스텔 108호
1218170573,(주)명진디엔엠,소상공인,주식회사,F42420,유리 및 창호 공사업,12008.0,"경기 남양주시 진접읍 해밀예당3로 171, B동 204호 (장현리,세현빌딩)",경기,남양주시,031 571 1661,mj-dnm@daum.net,031 571 1662,N,N,N,N,20041203.0,1201110360313.0,이*린,4.0,4,20250528,4,경기 남양주시 진접읍 장현리 239-3번지 세현빌딩 B동 204호
6058702691,(주)상상에프앤비,중기업,주식회사,I56111,한식 일반 음식점업,12204.0,"경기 남양주시 와부읍 석실로336번길 25, 2층 (덕소리)",경기,남양주시,,,,N,N,Y,N,20230822.0,1101118720842.0,구*오,11.0,4,20241231,4,경기 남양주시 와부읍 덕소리 316번지 2층
1298151420,네오넷피아(주),소기업,주식회사,F42322,내부 통신배선 공사업,12075.0,경기 남양주시 진접읍 금강로풍경내길 5 (내곡리),경기,남양주시,031 554 8594,neopia10@hanmail.net,031 554 8596,N,N,N,N,20020523.0,1311110077296.0,김*길,5.0,10,20250529,10,경기 남양주시 진접읍 내곡리 528-5번지
8778102300,(주)건축사사무소일반,소기업,주식회사,M72111,건축설계 및 관련 서비스업,12285.0,"경기 남양주시 다산중앙로20번길 10-96, 1층 (다산동)",경기,남양주시,,,,N,N,N,Y,20210219.0,1357110170797.0,박*훈,11.0,8,20241231,8,경기 남양주시 다산동 6157-4번지 1층
6468701956,(주)포엠씨앤디,소상공인,주식회사,F41119,기타 공동 주택 건설업,12096.0,"경기 남양주시 순화궁로 418, 1동 비6-0029호 (별내동)",경기,남양주시,,,,N,N,N,N,20201111.0,1201111109588.0,조*훈,13.0,8,20241231,8,경기 남양주시 별내동 865번지 1동 비6-0029호
6368100486,글로벌신구건설(주),소기업,주식회사,F41121,사무 상업용 및 공공기관용 건물 건설업,12276.0,"경기 남양주시 와부읍 덕소로284번길 3, 상가동 201호 (도곡리,쌍용스윗닷홈)",경기,남양주시,031 577 8555,shinku201@naver.com,031 577 8556,N,N,N,N,20160513.0,2053110009676.0,오*미,11.0,16,20250522,16,경기 남양주시 와부읍 도곡리 1093번지 쌍용스윗닷홈리버아파트 상가동 201호
4078702267,(주)에이치에스프로,소상공인,주식회사,G46499,그 외 기타 생활용품 도매업,12035.0,경기 남양주시 화도읍 비룡로 244-23 (가곡리),경기,남양주시,031 577 2632,,,N,N,N,N,20211026.0,2841110273569.0,김*욱,5.0,4,20241231,4,경기 남양주시 화도읍 가곡리 191-7번지
8838803069,(주)수호네트워크,소상공인,주식회사,F42322,내부 통신배선 공사업,12096.0,"경기 남양주시 순화궁로 418, 1동 비8-0027호 (별내동)",경기,남양주시,,,,N,N,Y,N,20231016.0,2849110312204.0,임*훈,6.0,4,20241231,4,경기 남양주시 별내동 865번지 1동 비8-0027호
8168800039,(주)건우산업,소기업,주식회사,C22231,"플라스틱 포대, 봉투 및 유사제품 제조업",12063.0,경기 남양주시 진접읍 경복대로샘말길 35-1 (금곡리),경기,남양주시,,,,N,N,N,Y,20150319.0,2841110139208.0,전*표,20.0,18,20241231,18,경기 남양주시 진접읍 금곡리 770번지
3298602863,(주)총명탕,소상공인,주식회사,H52109,기타 보관 및 창고업,12051.0,"경기 남양주시 진접읍 경복대로 303-20 (금곡리,나동)",경기,남양주시,,,,N,N,N,N,20230509.0,2841110411713.0,박*달,9.0,8,20241231,8,경기 남양주시 진접읍 금곡리 512-6번지 나동
2068166308,(주)해동종합엔지니어링,소기업,주식회사,M72921,측량업,12209.0,"경기 남양주시 와부읍 수레로 40-3, 2층 (덕소리)",경기,남양주시,02 444 8220,,02 444 8220,N,N,N,N,20020114.0,1101112421199.0,이*성,7.0,12,20070104,12,경기 남양주시 와부읍 덕소리 141-8번지 2층
